criticality_tier,life_support,device_type_encoded,ward_encoded,protocol_encoded,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type_encoded,attack_severity,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score
4,0,4,2,2,1116,897,14.95,4,78,1001052,656622,49.66,4,2,1,0,7,28,0.915554,0.834133,0.20115
7,0,3,1,0,959,181,3.02,50,54,173579,78495,38.43,10,2,0,0,3,45,0.913527,0.71823,0.447856
6,0,4,1,3,390,26,0.43,1,1,10140,6340,50.25,11,6,0,1,6,0,0.071203,0.052572,0.092585
8,0,2,0,4,1782,1116,18.6,26,136,1988712,1266673,18.07,20,6,0,1,8,25,0.946557,0.932238,0.5006
6,0,4,1,3,900,708,11.8,10,158,637200,259764,29.73,23,4,1,0,5,26,0.858446,0.91828,0.339786
7,0,2,1,4,981,1394,23.23,11,97,1367514,425010,6.46,20,0,0,0,3,45,0.815166,0.708148,0.245243
6,0,2,2,4,447,33,0.55,1,3,14751,6690,2.8,21,2,0,0,6,0,0.056247,0.193762,0.016653
6,0,2,2,4,1254,1432,23.87,6,118,1795728,937346,53.62,4,3,1,0,2,45,0.83999,0.895607,0.183138
8,0,4,3,3,1164,311,5.18,36,118,362004,194540,46.84,5,1,1,0,5,35,0.942543,0.751958,0.184003
7,0,3,1,0,1393,535,8.92,39,94,745255,507877,8.58,5,4,1,0,2,40,0.70726,0.61144,0.175249
8,0,4,3,3,298,8,0.13,1,4,2384,915,50.23,16,0,0,0,6,0,0.198317,0.15758,0.063575
5,0,3,2,0,251,49,0.82,1,1,12299,3994,46.57,2,1,1,0,6,0,0.02378,0.114606,0.005692
7,0,3,1,0,1988,1347,22.45,48,122,2677836,1724251,32.6,14,0,0,0,2,40,0.762071,0.822902,0.199663
7,0,4,0,1,1811,225,3.75,23,109,407475,145342,43.25,21,6,0,1,4,38,0.763798,0.54587,0.174495
6,0,4,1,3,365,6,0.1,1,1,2190,1238,46.15,1,0,1,0,6,0,0.1385,0.06653,0.074898
5,0,4,4,3,195,29,0.48,1,1,5655,1841,3.49,13,3,0,0,6,0,0.059738,0.036614,0.063178
7,0,2,5,4,185,41,0.68,1,5,7585,5152,13.27,16,2,0,0,6,0,0.049442,0.131135,0.09404
9,1,0,0,3,1774,740,12.33,37,38,1312760,710622,40.1,21,3,0,0,2,40,0.898758,0.592203,0.44038
7,0,2,1,4,464,9,0.15,1,4,4176,2114,12.98,8,1,0,0,6,0,0.193843,0.167029,0.031144
5,0,3,4,0,357,34,0.57,1,3,12138,6020,2.06,15,2,0,0,6,0,0.025102,0.087063,0.001159
6,0,2,2,4,831,1860,31.0,40,122,1545660,474953,38.74,0,3,1,0,1,33,0.870548,0.844542,0.400747
8,0,2,0,4,1336,366,6.1,16,143,488976,176022,5.24,23,1,1,0,1,42,0.766635,0.734458,0.555255
10,1,3,3,3,294,22,0.37,1,3,6468,4062,7.71,9,1,0,0,6,0,0.021625,0.049711,0.099553
9,1,0,3,3,342,40,0.67,1,1,13680,8555,52.78,15,4,0,0,6,0,0.112381,0.112455,0.069931
5,0,3,2,0,200,32,0.53,1,5,6400,3916,19.6,14,6,0,1,6,0,0.094779,0.048052,0.026147
8,0,2,0,4,1893,402,6.7,34,109,760986,258842,15.46,5,4,1,0,4,38,0.900661,0.603997,0.349447
5,0,3,2,0,508,28,0.47,1,4,14224,9318,44.38,22,2,0,0,6,0,0.033215,0.084925,0.088169
5,0,4,4,3,461,25,0.42,1,2,11525,5710,43.67,18,5,0,1,6,0,0.185698,0.094849,0.074248
9,1,0,3,3,1000,1740,29.0,20,187,1740000,982838,44.14,21,1,0,0,0,30,0.820667,0.755223,0.531208
5,0,3,2,0,159,30,0.5,1,4,4770,3173,24.81,15,4,0,0,6,0,0.133992,0.010082,0.065534
4,0,4,2,2,283,29,0.48,1,2,8207,2551,36.89,23,0,1,0,6,0,0.123017,0.045897,0.085469
6,0,2,2,4,229,41,0.68,1,5,9389,5864,17.71,16,0,0,0,6,0,0.053244,0.084702,0.041903
7,0,2,5,4,423,33,0.55,1,3,13959,6219,53.75,22,4,0,0,6,0,0.199944,0.010519,0.018328
5,0,1,1,1,754,1968,32.8,39,56,1483872,929434,32.71,14,5,0,1,8,25,0.710148,0.811589,0.247254
5,0,4,5,1,860,1379,22.98,16,102,1185940,436363,11.27,5,0,1,0,5,34,0.774176,0.680413,0.56915
6,0,4,1,3,1961,242,4.03,33,170,474562,298901,39.09,12,6,0,1,7,28,0.749538,0.891768,0.481773
6,0,4,1,1,706,334,5.57,4,176,235804,150035,32.79,2,0,1,0,5,35,0.756841,0.61006,0.389782
4,0,1,4,1,1595,300,5.0,17,32,478500,197683,43.32,5,3,1,0,4,38,0.877064,0.618805,0.414102
6,0,4,1,3,1513,970,16.17,32,156,1467610,695043,56.18,3,5,1,1,7,37,0.935577,0.722242,0.406786
7,0,2,5,4,209,37,0.62,1,5,7733,4173,17.97,17,4,0,0,6,0,0.030839,0.029598,0.001185
5,0,4,5,1,518,1468,24.47,8,142,760424,312275,42.55,9,2,0,0,2,40,0.866731,0.535011,0.289975
5,0,4,4,3,1907,1340,22.33,47,147,2555380,1594906,19.94,8,1,0,0,3,45,0.750659,0.724754,0.245894
8,0,4,3,3,392,6,0.1,1,5,2352,1388,6.41,19,3,0,0,6,0,0.171995,0.10046,0.09247
7,0,3,1,0,1774,648,10.8,48,96,1149552,568789,37.7,10,3,0,0,1,42,0.620155,0.50574,0.517504
5,0,3,2,0,511,34,0.57,1,1,17374,11540,7.2,10,1,0,0,6,0,0.170485,0.125665,0.087621
8,0,4,3,3,495,34,0.57,1,3,16830,10176,59.74,18,1,0,0,6,0,0.167777,0.159326,0.020801
5,0,3,4,0,1416,101,1.68,16,50,143016,81700,1.22,19,0,0,0,7,28,0.717553,0.733253,0.265608
4,0,4,2,2,223,37,0.62,1,0,8251,4250,32.63,18,3,0,0,6,0,0.118737,0.183605,0.002752
5,0,1,1,1,153,25,0.42,1,0,3825,2278,31.05,12,1,0,0,6,0,0.054965,0.19421,0.029745
5,0,1,1,1,1264,517,8.62,17,187,653488,359859,44.43,5,3,1,0,1,42,0.922893,0.922983,0.403697
8,0,2,0,4,1565,1728,28.8,2,137,2704320,1726902,11.67,23,0,1,0,3,45,0.929074,0.68113,0.520386
6,0,4,1,1,482,32,0.53,1,4,15424,9981,29.08,21,0,0,0,6,0,0.17241,0.01087,0.095925
9,1,0,3,3,418,12,0.2,1,4,5016,3383,34.52,16,4,0,0,6,0,0.133848,0.030035,0.013562
7,0,3,1,0,1554,1278,21.3,11,97,1986012,975273,48.26,6,1,0,0,5,32,0.858821,0.924026,0.548912
4,0,4,2,2,398,46,0.77,1,3,18308,9332,48.76,11,1,0,0,6,0,0.01503,0.178715,0.005428
7,0,2,1,4,129,11,0.18,1,1,1419,780,7.5,21,4,0,0,6,0,0.193153,0.083594,0.001944
5,0,3,4,0,195,7,0.12,1,0,1365,842,44.22,18,0,0,0,6,0,0.079867,0.135781,0.015275
10,1,0,3,3,513,719,11.98,39,57,368847,218664,7.34,12,2,0,0,1,42,0.682178,0.719059,0.373916
7,0,3,1,0,206,13,0.22,1,5,2678,1486,53.03,13,5,0,1,6,0,0.113875,0.063804,0.024832
5,0,1,1,1,468,33,0.55,1,3,15444,9861,50.92,14,4,0,0,6,0,0.063712,0.119962,0.027255
10,1,0,3,3,447,17,0.28,1,2,7599,2703,18.47,21,0,0,0,6,0,0.17874,0.117569,0.069879
7,0,3,1,0,471,17,0.28,1,1,8007,4778,14.24,4,2,1,0,6,0,0.17108,0.172675,0.062395
5,0,3,2,0,1863,1068,17.8,15,133,1989684,621589,14.92,21,4,0,0,0,30,0.690369,0.764172,0.398018
9,1,0,3,3,973,1876,31.27,7,30,1825348,661050,12.35,6,4,0,0,2,40,0.941142,0.884344,0.584797
5,0,3,4,0,1056,1010,16.83,31,15,1066560,684126,35.69,5,5,1,1,4,38,0.758041,0.674858,0.18986
4,0,4,2,2,305,46,0.77,1,0,14030,7194,50.19,10,0,0,0,6,0,0.164773,0.013877,0.080406
6,0,4,1,3,271,36,0.6,1,2,9756,3051,39.17,19,2,0,0,6,0,0.127226,0.132465,0.051049
7,0,2,5,4,947,1118,18.63,32,71,1058746,336860,32.04,4,1,1,0,4,38,0.691763,0.783876,0.572503
9,1,0,0,3,1860,203,3.38,31,109,377580,114787,55.29,2,5,1,1,1,42,0.672776,0.899581,0.318766
5,0,3,2,0,1123,110,1.83,13,130,123530,50257,9.37,2,0,1,0,0,33,0.676785,0.566131,0.370914
5,0,3,4,0,373,47,0.78,1,5,17531,6676,25.88,13,5,0,1,6,0,0.191048,0.022752,0.044076
7,0,3,1,0,185,24,0.4,1,1,4440,2742,15.7,3,4,1,0,6,0,0.058486,0.12436,0.071745
5,0,4,4,3,610,206,3.43,30,181,125660,42400,30.06,17,1,0,0,1,42,0.68109,0.614173,0.17002
9,1,0,0,3,134,26,0.43,1,2,3484,1905,57.77,16,5,0,1,6,0,0.041435,0.159155,0.076091
9,1,0,0,3,454,22,0.37,1,5,9988,3083,47.18,20,1,0,0,6,0,0.076987,0.010429,0.098417
5,0,3,2,0,506,9,0.15,1,5,4554,1602,20.96,16,3,0,0,6,0,0.108268,0.077679,0.008621
6,0,4,1,1,899,1626,27.1,28,10,1461774,530418,13.37,17,5,0,1,8,26,0.855658,0.527231,0.292065
5,0,4,5,1,227,10,0.17,1,0,2270,1552,25.92,9,6,0,1,6,0,0.014701,0.179713,0.031849
7,0,2,5,4,139,45,0.75,1,3,6255,3285,10.33,14,6,0,1,6,0,0.056225,0.147702,0.038889
5,0,4,4,3,227,30,0.5,1,4,6810,4090,17.66,19,1,0,0,6,0,0.08418,0.00029,0.074546
9,1,0,3,3,937,1105,18.42,16,26,1035385,598527,47.23,20,0,0,0,2,35,0.692959,0.503909,0.580904
10,1,3,3,3,395,12,0.2,1,1,4740,2671,33.24,10,4,0,0,6,0,0.143868,0.139708,0.017913
7,0,2,1,4,488,39,0.65,1,5,19032,9896,58.97,2,1,1,0,6,0,0.084676,0.003413,0.033282
4,0,4,2,2,1214,551,9.18,7,39,668914,288698,28.34,22,4,0,0,8,25,0.853237,0.811284,0.462073
6,0,2,2,4,501,17,0.28,1,5,8517,4708,33.2,20,4,0,0,6,0,0.062378,0.122862,0.095925
6,0,4,1,3,218,37,0.62,1,4,8066,3160,54.1,9,5,0,1,6,0,0.036672,0.019386,0.078146
9,1,0,3,3,1820,1179,19.65,48,39,2145780,936009,28.23,3,5,1,1,3,45,0.603622,0.614829,0.163175
9,1,3,0,3,269,19,0.32,1,0,5111,2793,17.78,11,3,0,0,6,0,0.128435,0.020264,0.03423
5,0,1,1,1,401,43,0.72,1,0,17243,6411,9.18,7,6,0,1,6,0,0.102057,0.029866,0.018331
5,0,4,5,1,465,44,0.73,1,1,20460,13799,24.09,22,3,0,0,6,0,0.068146,0.04395,0.049463
6,0,4,1,1,132,31,0.52,1,5,4092,1328,9.95,20,1,0,0,6,0,0.110554,0.174063,0.061384
7,0,4,0,1,233,47,0.78,1,3,10951,6911,40.61,22,1,0,0,6,0,0.038487,0.067251,0.033713
6,0,4,1,1,1759,1628,27.13,33,149,2863652,1991758,19.2,11,2,0,0,8,25,0.854651,0.753357,0.327737
7,0,3,1,0,504,40,0.67,1,5,20160,11491,28.49,11,0,0,0,6,0,0.074325,0.064442,0.065332
7,0,3,1,0,312,8,0.13,1,3,2496,1416,25.64,3,4,1,0,6,0,0.062873,0.143904,0.015782
10,1,3,3,3,747,760,12.67,38,37,567720,274697,2.23,5,1,1,0,8,25,0.655142,0.928762,0.191022
5,0,4,4,3,513,512,8.53,18,60,262656,83128,0.28,9,6,0,1,4,38,0.804883,0.795337,0.153737
9,1,0,3,3,172,40,0.67,1,1,6880,4359,30.17,1,2,1,0,6,0,0.162695,0.001381,0.003755
10,1,3,3,3,462,25,0.42,1,0,11550,5615,25.59,5,3,1,0,6,0,0.011506,0.088858,0.081054
5,0,3,2,0,161,42,0.7,1,2,6762,3550,7.22,2,2,1,0,6,0,0.062638,0.012064,0.017106
5,0,4,5,1,1459,1840,30.67,13,82,2684560,1397907,3.54,12,1,0,0,1,42,0.794559,0.941712,0.373496
5,0,3,2,0,1949,1031,17.18,8,38,2009419,629249,29.33,19,1,0,0,0,21,0.75614,0.904505,0.41531
9,1,0,3,3,422,32,0.53,1,3,13504,5635,9.43,0,0,1,0,6,0,0.008834,0.16534,0.004057
10,1,0,3,3,1334,489,8.15,21,88,652326,447264,6.42,2,1,1,0,5,35,0.761357,0.721159,0.329404
7,0,4,0,1,254,42,0.7,1,5,10668,4957,34.51,7,2,0,0,6,0,0.125678,0.154225,0.035729
9,1,3,0,3,980,877,14.62,34,70,859460,320764,20.32,8,1,0,0,5,35,0.854556,0.749951,0.55758
9,1,0,3,3,599,877,14.62,33,41,525323,232142,43.78,22,5,0,1,4,40,0.748589,0.527798,0.345854
10,1,0,3,3,165,19,0.32,1,2,3135,1187,9.82,0,1,1,0,6,0,0.145988,0.088204,0.068218
5,0,3,4,0,696,917,15.28,5,181,638232,442466,58.73,4,3,1,0,5,41,0.679552,0.519145,0.313487
5,0,4,4,3,1456,864,14.4,13,34,1257984,433189,37.61,21,3,0,0,4,30,0.742352,0.516949,0.313847
4,0,4,2,2,1290,1136,18.93,19,87,1465440,819087,12.52,10,0,0,0,5,35,0.921189,0.626121,0.308841
4,0,1,4,1,1654,1211,20.18,7,104,2002994,1227974,54.23,22,4,0,0,5,35,0.701482,0.519418,0.473929
10,1,3,3,3,475,30,0.5,1,1,14250,7949,54.94,17,5,0,1,6,0,0.191184,0.090721,0.092211
5,0,3,2,0,460,7,0.12,1,5,3220,2162,43.23,21,1,0,0,6,0,0.071181,0.072012,0.032172
9,1,0,3,3,460,6,0.1,1,1,2760,1512,49.05,2,4,1,0,6,0,0.034238,0.120063,0.006501
8,0,2,0,4,1485,295,4.92,42,159,438075,272520,55.24,0,0,1,0,1,42,0.951409,0.815796,0.153255
6,0,4,1,1,1383,1822,30.37,49,165,2519826,1332704,27.45,12,5,0,1,3,45,0.846671,0.817545,0.243828
7,0,3,1,0,227,25,0.42,1,5,5675,2530,45.88,3,0,1,0,6,0,0.084773,0.038035,0.013846
6,0,2,2,4,515,1275,21.25,26,187,656625,248232,43.81,23,4,1,0,8,25,0.645709,0.825146,0.347249
8,0,2,0,4,436,50,0.83,1,2,21800,11428,1.56,20,6,0,1,6,0,0.01989,0.116999,0.060071
6,0,2,2,4,195,38,0.63,1,5,7410,4789,14.05,19,6,0,1,6,0,0.1454,0.141794,0.018482
8,0,4,3,3,173,8,0.13,1,0,1384,966,44.58,1,0,1,0,6,0,0.053211,0.178598,0.004081
8,0,2,0,4,303,10,0.17,1,2,3030,1352,34.65,0,1,1,0,6,0,0.193067,0.182083,0.022813
10,1,3,3,3,488,23,0.38,1,4,11224,6667,6.25,16,5,0,1,6,0,0.122619,0.129126,0.0193
9,1,3,0,3,178,47,0.78,1,1,8366,3783,45.15,21,2,0,0,6,0,0.134557,0.105511,0.039507
5,0,1,1,1,441,9,0.15,1,2,3969,1607,1.85,18,0,0,0,6,0,0.104297,0.018452,0.099758
9,1,0,0,3,458,6,0.1,1,1,2748,1477,54.21,8,1,0,0,6,0,0.137015,0.099808,0.02263
9,1,0,3,3,613,318,5.3,23,65,194934,66121,23.49,13,6,0,1,2,40,0.734205,0.645345,0.182444
10,1,0,3,3,217,50,0.83,1,0,10850,6105,50.98,0,1,1,0,6,0,0.064183,0.061619,0.057597
4,0,4,2,2,177,7,0.12,1,0,1239,770,36.31,15,2,0,0,6,0,0.006615,0.166565,0.004424
9,1,0,0,3,1397,1274,21.23,31,124,1779778,842393,17.31,16,2,0,0,8,30,0.694079,0.798148,0.314231
10,1,3,3,3,142,11,0.18,1,2,1562,961,20.24,1,6,1,1,6,0,0.165405,0.096411,0.077734
5,0,3,2,0,1337,1375,22.92,28,97,1838375,1250614,26.1,7,3,0,0,4,38,0.954185,0.597168,0.205121
6,0,4,1,3,231,37,0.62,1,2,8547,3987,50.26,17,6,0,1,6,0,0.163751,0.187514,0.010928
10,1,3,3,3,353,7,0.12,1,1,2471,1227,3.8,10,2,0,0,6,0,0.117794,0.034661,0.092669
9,1,3,0,3,175,13,0.22,1,5,2275,1521,24.8,4,2,1,0,6,0,0.001814,0.075006,0.00489
5,0,3,4,0,1445,993,16.55,7,33,1434885,974292,54.05,15,5,0,1,3,45,0.769699,0.816718,0.55443
7,0,2,1,4,349,31,0.52,1,3,10819,7278,5.42,8,5,0,1,6,0,0.01008,0.139695,0.064635
7,0,2,5,4,718,552,9.2,37,153,396336,155278,33.67,14,4,0,0,8,25,0.85143,0.501207,0.28505
9,1,0,0,3,1000,260,4.33,18,85,260000,165935,4.77,21,0,0,0,0,30,0.701096,0.856352,0.559587
5,0,4,4,3,1544,1424,23.73,8,104,2198656,966782,20.63,4,5,1,1,3,45,0.630645,0.707137,0.382658
4,0,4,2,2,765,806,13.43,39,62,616590,212099,58.31,13,4,0,0,2,40,0.932115,0.742348,0.468029
9,1,0,0,3,199,34,0.57,1,4,6766,4013,21.45,0,1,1,0,6,0,0.136269,0.1061,0.097219
5,0,3,4,0,415,32,0.53,1,1,13280,8322,34.11,8,3,0,0,6,0,0.069944,0.037089,0.040427
5,0,3,4,0,348,41,0.68,1,5,14268,9398,55.07,15,2,0,0,6,0,0.023308,0.171867,0.053809
6,0,4,1,1,569,1421,23.68,13,187,808549,276497,13.48,11,2,0,0,3,45,0.634084,0.685211,0.413073
6,0,4,1,1,307,28,0.47,1,0,8596,4209,47.2,6,1,0,0,6,0,0.165887,0.121101,0.005014
4,0,1,4,1,253,41,0.68,1,5,10373,3530,2.62,18,2,0,0,6,0,0.001643,0.161049,0.086316
8,0,4,3,3,154,16,0.27,1,2,2464,1356,24.19,0,1,1,0,6,0,0.115748,0.083654,0.019941
4,0,1,4,1,398,34,0.57,1,4,13532,5297,43.09,0,4,1,0,6,0,0.036484,0.164157,0.022166
6,0,4,1,3,195,46,0.77,1,0,8970,5630,42.57,5,5,1,1,6,0,0.087243,0.14763,0.024254
9,1,3,0,3,1053,1195,19.92,7,142,1258335,699647,0.63,19,3,0,0,0,20,0.799267,0.852919,0.372941
5,0,4,4,3,621,1960,32.67,22,133,1217160,419541,37.67,8,0,0,0,2,45,0.973103,0.737317,0.244891
10,1,0,3,3,391,22,0.37,1,3,8602,5917,21.52,5,3,1,0,6,0,0.171475,0.124635,0.02024
10,1,0,3,3,131,38,0.63,1,3,4978,1977,33.24,1,2,1,0,6,0,0.047631,0.069161,0.032502
5,0,1,1,1,1769,668,11.13,23,51,1181692,723975,17.04,5,0,1,0,8,25,0.673383,0.738808,0.231065
4,0,4,2,2,228,38,0.63,1,5,8664,4720,22.76,6,3,0,0,6,0,0.080062,0.092151,0.031371
5,0,4,4,3,1949,1807,30.12,10,110,3521843,1246258,31.61,1,2,1,0,5,35,0.874724,0.577679,0.201419
6,0,4,1,3,237,19,0.32,1,2,4503,1651,44.02,0,2,1,0,6,0,0.131147,0.143968,0.082798
10,1,0,3,3,428,31,0.52,1,4,13268,8989,2.0,6,2,0,0,6,0,0.082188,0.127607,0.05664
5,0,4,4,3,210,27,0.45,1,1,5670,2946,3.71,13,2,0,0,6,0,0.147386,0.172914,0.060914
7,0,3,1,0,1954,1680,28.0,44,42,3282720,1849268,1.36,16,4,0,0,4,38,0.641742,0.529733,0.505636
5,0,4,4,3,1368,115,1.92,12,58,157320,90996,2.82,8,4,0,0,5,35,0.902838,0.841,0.580434
4,0,1,4,1,441,25,0.42,1,5,11025,5058,14.39,11,1,0,0,6,0,0.15665,0.169667,0.030311
5,0,4,4,3,305,22,0.37,1,1,6710,4523,2.03,4,2,1,0,6,0,0.146257,0.183842,0.081952
5,0,4,5,1,1185,1992,33.2,11,131,2360520,1479424,44.2,2,4,1,0,2,40,0.606253,0.782357,0.326169
5,0,3,4,0,337,33,0.55,1,0,11121,3770,37.47,21,1,0,0,6,0,0.093554,0.097261,0.035055
4,0,4,2,2,1164,378,6.3,38,166,439992,280423,44.07,10,1,0,0,5,31,0.648435,0.932829,0.56053
5,0,3,2,0,1523,1763,29.38,2,56,2685049,1735599,4.04,18,4,0,0,8,25,0.892514,0.555594,0.226785
8,0,2,0,4,899,788,13.13,30,73,708412,351220,22.32,5,4,1,0,4,38,0.861757,0.658815,0.512796
9,1,0,0,3,1245,1007,16.78,31,90,1253715,570640,10.17,5,2,1,0,3,45,0.693463,0.849098,0.163893
8,0,2,0,4,339,41,0.68,1,4,13899,6245,0.23,13,3,0,0,6,0,0.189284,0.128984,0.034159
5,0,3,2,0,265,48,0.8,1,1,12720,5519,54.9,20,3,0,0,6,0,0.146322,0.171736,0.080354
5,0,4,4,3,128,46,0.77,1,5,5888,3536,26.57,22,1,0,0,6,0,0.050787,0.111548,0.037844
10,1,0,3,3,343,37,0.62,1,3,12691,4504,54.51,23,3,1,0,6,0,0.146364,0.091704,0.038687
9,1,3,0,3,224,40,0.67,1,5,8960,2926,18.72,7,4,0,0,6,0,0.053244,0.069435,0.063667
7,0,3,1,0,1693,1368,22.8,48,143,2316024,824628,51.28,18,0,0,0,3,44,0.811665,0.571196,0.353376
6,0,4,1,3,757,462,7.7,4,27,349734,192607,49.39,13,6,0,1,0,30,0.803386,0.924407,0.396139
5,0,1,1,1,274,49,0.82,1,0,13426,6398,34.18,17,2,0,0,6,0,0.016937,0.160193,0.025402
7,0,4,0,1,1167,1968,32.8,33,37,2296656,1060952,14.56,9,4,0,0,2,45,0.875825,0.592231,0.361572
5,0,3,2,0,1077,1373,22.88,34,67,1478721,954073,10.4,1,3,1,0,5,35,0.719414,0.695457,0.270499
10,1,3,3,3,425,43,0.72,1,3,18275,7635,4.51,19,5,0,1,6,0,0.01113,0.078448,0.01348
7,0,4,0,1,482,37,0.62,1,0,17834,8385,29.2,14,3,0,0,6,0,0.01717,0.184565,0.063247
9,1,3,0,3,701,1467,24.45,19,199,1028367,692174,42.48,10,0,0,0,8,25,0.910866,0.933118,0.244683
4,0,1,4,1,1674,1269,21.15,33,184,2124306,645408,3.35,2,3,1,0,2,40,0.82915,0.624914,0.532542
7,0,2,5,4,329,36,0.6,1,1,11844,6778,58.34,19,3,0,0,6,0,0.168968,0.102138,0.046953
5,0,1,1,1,852,159,2.65,33,39,135468,88038,15.85,14,1,0,0,2,40,0.658901,0.744864,0.329173
5,0,4,4,3,1417,806,13.43,37,191,1142102,406577,39.5,15,5,0,1,2,40,0.748184,0.762353,0.247421
7,0,3,1,0,235,45,0.75,1,3,10575,5471,23.38,18,5,0,1,6,0,0.115807,0.096612,0.027859
7,0,4,0,1,1320,1003,16.72,8,104,1323960,882324,5.98,15,2,0,0,4,38,0.630499,0.808644,0.53002
4,0,1,4,1,494,31,0.52,1,3,15314,8952,12.49,1,2,1,0,6,0,0.148578,0.113135,0.021119
7,0,4,0,1,170,18,0.3,1,4,3060,1887,35.63,3,3,1,0,6,0,0.157136,0.035039,0.05416
5,0,3,2,0,294,20,0.33,1,0,5880,2364,11.88,14,3,0,0,6,0,0.064736,0.085006,0.028919
7,0,2,1,4,334,48,0.8,1,4,16032,9748,29.99,12,2,0,0,6,0,0.005136,0.063277,0.035352
6,0,4,1,1,304,47,0.78,1,5,14288,4338,27.75,9,2,0,0,6,0,0.117611,0.144664,0.019721
4,0,1,4,1,473,35,0.58,1,1,16555,5935,22.63,0,2,1,0,6,0,0.068992,0.182984,0.066834
7,0,2,1,4,1133,872,14.53,8,139,987976,648459,2.41,18,2,0,0,0,30,0.931494,0.777005,0.389912
7,0,4,0,1,255,38,0.63,1,3,9690,6249,36.91,4,0,1,0,6,0,0.060814,0.036518,0.074002
10,1,3,3,3,1760,354,5.9,30,129,623040,336284,25.77,3,2,1,0,4,38,0.731709,0.90452,0.547821
4,0,4,2,2,311,5,0.08,1,3,1555,713,38.44,11,3,0,0,6,0,0.093025,0.058251,0.021543
5,0,3,2,0,135,19,0.32,1,0,2565,1457,12.38,10,2,0,0,6,0,0.191488,0.070144,0.02473
8,0,4,3,3,278,24,0.4,1,4,6672,4604,27.25,3,2,1,0,6,0,0.105374,0.098642,0.036516
4,0,4,2,2,1266,154,2.57,24,90,194964,75059,37.56,21,4,0,0,8,25,0.803454,0.564002,0.45217
5,0,1,1,1,288,22,0.37,1,5,6336,2444,58.55,1,3,1,0,6,0,0.098745,0.117822,0.057553
5,0,1,1,1,235,22,0.37,1,2,5170,2153,6.19,12,3,0,0,6,0,0.014404,0.130847,0.024512
6,0,4,1,1,419,50,0.83,1,0,20950,9519,1.15,14,2,0,0,6,0,0.03783,0.145137,0.03374
5,0,4,5,1,300,23,0.38,1,1,6900,2134,47.91,12,1,0,0,6,0,0.177775,0.097253,0.045755
4,0,1,4,1,449,34,0.57,1,4,15266,5126,52.57,23,1,1,0,6,0,0.100902,0.122511,0.000618
6,0,4,1,1,220,32,0.53,1,3,7040,4893,48.82,6,0,0,0,6,0,0.135085,0.117907,0.031417
7,0,4,0,1,341,45,0.75,1,0,15345,9330,51.72,2,0,1,0,6,0,0.097188,0.19754,0.067206
9,1,0,3,3,745,707,11.78,10,80,526715,282455,57.08,10,0,0,0,4,38,0.99526,0.624472,0.591144
9,1,0,3,3,823,1823,30.38,14,154,1500329,644105,55.0,10,5,0,1,3,45,0.855972,0.660962,0.384468
5,0,1,1,1,457,36,0.6,1,3,16452,5182,21.04,2,1,1,0,6,0,0.054619,0.096054,0.084616
6,0,2,2,4,308,46,0.77,1,0,14168,9680,43.51,1,3,1,0,6,0,0.009291,0.18317,0.030713
4,0,4,2,2,473,20,0.33,1,1,9460,3669,58.67,23,0,1,0,6,0,0.09066,0.179895,0.052887
5,0,4,4,3,674,543,9.05,23,20,365982,235475,51.67,4,4,1,0,1,42,0.926881,0.799637,0.375243
7,0,2,5,4,1095,131,2.18,30,58,143445,45928,46.99,18,1,0,0,1,42,0.912492,0.649636,0.270211
6,0,4,1,1,389,47,0.78,1,1,18283,10296,48.08,22,0,0,0,6,0,0.091392,0.165107,0.062449
5,0,3,2,0,1150,1376,22.93,36,45,1582400,729851,22.85,14,0,0,0,7,28,0.921717,0.758038,0.404075
5,0,4,4,3,752,1839,30.65,7,17,1382928,764946,44.83,21,1,0,0,7,28,0.84502,0.548029,0.232972
9,1,3,0,3,249,5,0.08,1,4,1245,483,18.32,8,5,0,1,6,0,0.076048,0.125106,0.051502
9,1,0,3,3,455,46,0.77,1,3,20930,8098,55.93,0,6,1,1,6,0,0.146274,0.115189,0.098793
5,0,3,4,0,1709,1341,22.35,12,78,2291769,1037491,54.79,5,1,1,0,4,38,0.810312,0.564427,0.480453
7,0,4,0,1,168,37,0.62,1,0,6216,3161,23.29,4,6,1,1,6,0,0.011346,0.018941,0.010765
8,0,4,3,3,344,15,0.25,1,2,5160,3511,15.99,17,5,0,1,6,0,0.181479,0.033418,0.028343
7,0,2,5,4,736,495,8.25,22,156,364320,151839,18.96,3,6,1,1,2,45,0.80851,0.883719,0.482595
6,0,4,1,3,908,1796,29.93,40,153,1630768,652734,52.34,22,3,0,0,0,30,0.791664,0.642197,0.162981
5,0,4,4,3,271,37,0.62,1,1,10027,3972,28.6,14,0,0,0,6,0,0.124794,0.07317,0.024068
5,0,3,2,0,1263,708,11.8,16,107,894204,362580,32.6,20,5,0,1,8,25,0.852718,0.638237,0.359483
5,0,3,4,0,405,17,0.28,1,5,6885,2212,54.79,0,0,1,0,6,0,0.014286,0.063533,0.02108
6,0,4,1,3,1862,1117,18.62,3,28,2079854,1376756,36.52,14,0,0,0,0,29,0.727732,0.897002,0.211752
